device_ip,pin,timestamp
192.168.1.42,13,2025-09-29T15:43:18+00:00
192.168.1.42,173,2025-09-29T16:00:05+00:00
192.168.1.42,933,2025-09-29T16:00:48+00:00
192.168.1.42,1188,2025-09-29T16:00:51+00:00
192.168.1.42,1155,2025-09-29T16:00:58+00:00
192.168.1.42,1086,2025-09-29T16:01:06+00:00
192.168.1.42,1777,2025-09-29T16:02:48+00:00
192.168.1.42,1689,2025-09-29T16:22:24+00:00
192.168.1.42,951,2025-09-29T16:36:36+00:00
192.168.1.42,951,2025-09-29T16:36:38+00:00
192.168.1.42,244,2025-09-29T17:01:01+00:00
192.168.1.42,1839,2025-09-29T17:41:15+00:00
192.168.1.42,528,2025-09-29T20:43:39+00:00
192.168.1.42,1839,2025-09-30T06:47:56+00:00
192.168.1.42,173,2025-09-30T06:57:46+00:00
192.168.1.42,1086,2025-09-30T06:57:54+00:00
192.168.1.42,1777,2025-09-30T07:09:34+00:00
192.168.1.42,1775,2025-09-30T07:32:50+00:00
192.168.1.42,933,2025-09-30T07:46:26+00:00
192.168.1.42,1188,2025-09-30T08:04:25+00:00
192.168.1.42,1155,2025-09-30T08:04:33+00:00
192.168.1.42,1689,2025-09-30T08:48:41+00:00
192.168.1.42,1106,2025-09-30T08:58:14+00:00
192.168.1.42,244,2025-09-30T09:10:43+00:00
192.168.1.42,106,2025-09-30T11:54:55+00:00
192.168.1.42,528,2025-09-30T13:52:59+00:00
192.168.1.42,13,2025-09-30T15:35:50+00:00
192.168.1.42,933,2025-09-30T16:00:17+00:00
192.168.1.42,1155,2025-09-30T16:00:39+00:00
192.168.1.42,1086,2025-09-30T16:00:42+00:00
192.168.1.42,1188,2025-09-30T16:01:11+00:00
192.168.1.42,1689,2025-09-30T16:01:57+00:00
192.168.1.42,244,2025-09-30T17:30:28+00:00
192.168.1.42,1839,2025-09-30T17:38:26+00:00
192.168.1.42,951,2025-09-30T19:24:34+00:00
192.168.1.42,528,2025-09-30T20:40:23+00:00
192.168.1.42,1662,2025-10-01T07:43:58+00:00
192.168.1.42,1777,2025-10-01T07:55:42+00:00
192.168.1.42,1839,2025-10-01T07:58:33+00:00
192.168.1.42,173,2025-10-01T07:59:03+00:00
192.168.1.42,1155,2025-10-01T08:06:03+00:00
192.168.1.42,1775,2025-10-01T08:07:25+00:00
192.168.1.42,1086,2025-10-01T08:24:20+00:00
192.168.1.42,951,2025-10-01T08:24:25+00:00
192.168.1.42,933,2025-10-01T08:24:30+00:00
192.168.1.42,173,2025-10-01T08:25:03+00:00
192.168.1.42,1188,2025-10-01T08:40:13+00:00
192.168.1.42,1689,2025-10-01T08:43:08+00:00
192.168.1.42,244,2025-10-01T08:50:01+00:00
192.168.1.42,106,2025-10-01T11:50:58+00:00
192.168.1.42,528,2025-10-01T13:45:37+00:00
192.168.1.42,13,2025-10-01T15:13:03+00:00
192.168.1.42,1689,2025-10-01T15:43:53+00:00
192.168.1.42,1155,2025-10-01T16:00:17+00:00
192.168.1.42,933,2025-10-01T16:00:36+00:00
192.168.1.42,1086,2025-10-01T16:00:43+00:00
192.168.1.42,1188,2025-10-01T16:01:34+00:00
192.168.1.42,173,2025-10-01T16:02:15+00:00
192.168.1.42,1777,2025-10-01T16:06:17+00:00
192.168.1.42,951,2025-10-01T16:32:43+00:00
192.168.1.42,1839,2025-10-01T17:17:39+00:00
192.168.1.42,528,2025-10-01T20:08:56+00:00
192.168.1.42,1662,2025-10-02T07:42:10+00:00
192.168.1.42,173,2025-10-02T07:48:51+00:00
192.168.1.42,1188,2025-10-02T07:56:39+00:00
192.168.1.42,1777,2025-10-02T08:07:39+00:00
192.168.1.42,1086,2025-10-02T08:11:06+00:00
192.168.1.42,933,2025-10-02T08:18:35+00:00
192.168.1.42,951,2025-10-02T08:22:25+00:00
192.168.1.42,1689,2025-10-02T08:49:55+00:00
192.168.1.42,244,2025-10-02T09:01:34+00:00
192.168.1.42,528,2025-10-02T14:12:26+00:00
192.168.1.42,13,2025-10-02T15:24:49+00:00
192.168.1.42,1689,2025-10-02T15:58:31+00:00
192.168.1.42,933,2025-10-02T16:00:01+00:00
192.168.1.42,1188,2025-10-02T16:00:08+00:00
192.168.1.42,1086,2025-10-02T16:00:54+00:00
192.168.1.42,1777,2025-10-02T16:04:38+00:00
192.168.1.42,951,2025-10-02T16:32:10+00:00
192.168.1.42,528,2025-10-02T20:13:21+00:00
192.168.1.42,1839,2025-10-03T07:44:29+00:00
192.168.1.42,173,2025-10-03T07:49:34+00:00
192.168.1.42,1777,2025-10-03T07:50:07+00:00
192.168.1.42,1188,2025-10-03T07:59:13+00:00
192.168.1.42,933,2025-10-03T08:02:28+00:00
192.168.1.42,1086,2025-10-03T08:07:01+00:00
192.168.1.42,951,2025-10-03T08:29:25+00:00
192.168.1.42,1689,2025-10-03T08:47:55+00:00
192.168.1.42,244,2025-10-03T09:11:02+00:00
192.168.1.42,106,2025-10-03T12:02:57+00:00
192.168.1.42,528,2025-10-03T13:33:26+00:00
192.168.1.42,13,2025-10-03T15:11:46+00:00
192.168.1.42,1689,2025-10-03T15:57:58+00:00
192.168.1.42,933,2025-10-03T16:00:03+00:00
192.168.1.42,173,2025-10-03T16:00:12+00:00
192.168.1.42,1086,2025-10-03T16:01:20+00:00
192.168.1.42,1188,2025-10-03T16:01:59+00:00
192.168.1.42,1777,2025-10-03T16:05:50+00:00
192.168.1.42,951,2025-10-03T16:19:24+00:00
192.168.1.42,528,2025-10-03T20:40:03+00:00
192.168.1.42,933,2025-10-04T07:59:03+00:00
192.168.1.42,1086,2025-10-04T08:09:15+00:00
192.168.1.42,1060,2025-10-04T08:09:34+00:00
192.168.1.42,1519,2025-10-04T08:16:58+00:00
192.168.1.42,1689,2025-10-04T09:03:46+00:00
192.168.1.42,244,2025-10-04T09:17:01+00:00
192.168.1.42,528,2025-10-04T13:45:20+00:00
192.168.1.42,1519,2025-10-04T14:01:24+00:00
192.168.1.42,1086,2025-10-04T14:01:42+00:00
192.168.1.42,1060,2025-10-04T14:27:15+00:00
192.168.1.42,933,2025-10-04T14:31:26+00:00
192.168.1.42,1689,2025-10-04T15:04:00+00:00
192.168.1.42,528,2025-10-04T19:34:39+00:00
192.168.1.42,1188,2025-10-06T07:21:42+00:00
192.168.1.42,1188,2025-10-06T07:21:47+00:00
192.168.1.42,173,2025-10-06T07:30:08+00:00
192.168.1.42,933,2025-10-06T07:44:47+00:00
192.168.1.42,1155,2025-10-06T07:55:27+00:00
192.168.1.42,1086,2025-10-06T07:55:43+00:00
192.168.1.42,1777,2025-10-06T07:55:57+00:00
192.168.1.42,1839,2025-10-06T07:59:08+00:00
192.168.1.42,951,2025-10-06T08:08:29+00:00
192.168.1.42,1689,2025-10-06T08:46:42+00:00
192.168.1.42,244,2025-10-06T09:03:57+00:00
192.168.1.42,106,2025-10-06T11:07:42+00:00
192.168.1.42,106,2025-10-06T11:07:44+00:00
192.168.1.42,528,2025-10-06T13:57:51+00:00
192.168.1.42,13,2025-10-06T15:20:08+00:00
192.168.1.42,1689,2025-10-06T15:50:20+00:00
192.168.1.42,1155,2025-10-06T16:00:31+00:00
192.168.1.42,1086,2025-10-06T16:00:36+00:00
192.168.1.42,933,2025-10-06T16:00:42+00:00
192.168.1.42,1777,2025-10-06T16:03:10+00:00
192.168.1.42,1777,2025-10-06T16:03:12+00:00
192.168.1.42,1188,2025-10-06T16:03:21+00:00
192.168.1.42,173,2025-10-06T16:03:30+00:00
192.168.1.42,951,2025-10-06T16:21:20+00:00
192.168.1.42,244,2025-10-06T17:01:04+00:00
192.168.1.42,1839,2025-10-06T17:25:48+00:00
192.168.1.42,173,2025-10-07T07:41:57+00:00
192.168.1.42,1188,2025-10-07T07:45:03+00:00
192.168.1.42,933,2025-10-07T07:45:15+00:00
192.168.1.42,1086,2025-10-07T07:55:37+00:00
192.168.1.42,1777,2025-10-07T08:02:44+00:00
192.168.1.42,951,2025-10-07T08:05:44+00:00
192.168.1.42,1689,2025-10-07T08:55:04+00:00
192.168.1.42,244,2025-10-07T09:04:44+00:00
192.168.1.42,106,2025-10-07T12:18:35+00:00
192.168.1.42,528,2025-10-07T12:37:10+00:00
192.168.1.42,1689,2025-10-07T15:57:07+00:00
192.168.1.42,933,2025-10-07T15:59:41+00:00
192.168.1.42,173,2025-10-07T16:00:04+00:00
192.168.1.42,933,2025-10-07T16:00:07+00:00
192.168.1.42,1086,2025-10-07T16:01:10+00:00
192.168.1.42,1188,2025-10-07T16:01:14+00:00
192.168.1.42,951,2025-10-07T16:38:07+00:00
192.168.1.42,13,2025-10-07T16:53:46+00:00
192.168.1.42,244,2025-10-07T17:00:37+00:00
192.168.1.42,1839,2025-10-07T17:10:01+00:00
192.168.1.42,528,2025-10-07T19:23:15+00:00
192.168.1.42,1839,2025-10-08T07:41:01+00:00
192.168.1.42,1188,2025-10-08T07:42:41+00:00
192.168.1.42,173,2025-10-08T07:43:19+00:00
192.168.1.42,1086,2025-10-08T07:46:56+00:00
192.168.1.42,1777,2025-10-08T08:04:00+00:00
192.168.1.42,933,2025-10-08T08:13:33+00:00
192.168.1.42,951,2025-10-08T08:23:38+00:00
192.168.1.42,1689,2025-10-08T08:44:00+00:00
192.168.1.42,106,2025-10-08T11:05:58+00:00
192.168.1.42,244,2025-10-08T11:10:12+00:00
192.168.1.42,528,2025-10-08T11:56:43+00:00
192.168.1.42,13,2025-10-08T12:46:50+00:00
192.168.1.42,1689,2025-10-08T15:50:33+00:00
192.168.1.42,1188,2025-10-08T15:59:54+00:00
192.168.1.42,933,2025-10-08T16:00:20+00:00
192.168.1.42,173,2025-10-08T16:00:24+00:00
192.168.1.42,1086,2025-10-08T16:00:27+00:00
192.168.1.42,1777,2025-10-08T16:12:20+00:00
192.168.1.42,951,2025-10-08T16:14:09+00:00
192.168.1.42,244,2025-10-08T17:00:26+00:00
192.168.1.42,1839,2025-10-08T17:10:31+00:00
192.168.1.42,528,2025-10-08T20:57:17+00:00
192.168.1.42,1777,2025-10-09T07:32:19+00:00
192.168.1.42,1188,2025-10-09T07:46:39+00:00
192.168.1.42,1086,2025-10-09T08:06:11+00:00
192.168.1.42,933,2025-10-09T08:08:21+00:00
192.168.1.42,1689,2025-10-09T08:45:02+00:00
192.168.1.42,106,2025-10-09T11:37:06+00:00
192.168.1.42,528,2025-10-09T14:10:22+00:00
192.168.1.42,173,2025-10-09T15:00:18+00:00
192.168.1.42,933,2025-10-09T16:00:04+00:00
192.168.1.42,1155,2025-10-09T16:00:16+00:00
192.168.1.42,1086,2025-10-09T16:00:19+00:00
192.168.1.42,1689,2025-10-09T16:00:23+00:00
192.168.1.42,1188,2025-10-09T16:00:26+00:00
192.168.1.42,951,2025-10-09T16:20:53+00:00
192.168.1.42,244,2025-10-09T17:03:58+00:00
192.168.1.42,1839,2025-10-09T17:09:06+00:00
192.168.1.42,528,2025-10-09T19:31:36+00:00
192.168.1.42,173,2025-10-10T07:29:27+00:00
192.168.1.42,1839,2025-10-10T07:45:44+00:00
192.168.1.42,1188,2025-10-10T07:55:55+00:00
192.168.1.42,1777,2025-10-10T07:56:01+00:00
192.168.1.42,1155,2025-10-10T07:58:28+00:00
192.168.1.42,1086,2025-10-10T07:58:36+00:00
192.168.1.42,933,2025-10-10T08:09:44+00:00
192.168.1.42,951,2025-10-10T08:31:21+00:00
192.168.1.42,1689,2025-10-10T08:39:55+00:00
192.168.1.42,244,2025-10-10T09:33:00+00:00
192.168.1.42,106,2025-10-10T11:54:06+00:00
192.168.1.42,528,2025-10-10T14:13:42+00:00
192.168.1.42,13,2025-10-10T15:09:56+00:00
192.168.1.42,1689,2025-10-10T15:46:02+00:00
192.168.1.42,1188,2025-10-10T16:00:04+00:00
192.168.1.42,933,2025-10-10T16:00:06+00:00
192.168.1.42,173,2025-10-10T16:00:09+00:00
192.168.1.42,1155,2025-10-10T16:00:22+00:00
192.168.1.42,1086,2025-10-10T16:00:25+00:00
192.168.1.42,1777,2025-10-10T16:04:33+00:00
192.168.1.42,951,2025-10-10T16:26:53+00:00
192.168.1.42,244,2025-10-10T17:01:48+00:00
192.168.1.42,1839,2025-10-10T17:24:22+00:00
192.168.1.42,528,2025-10-10T22:23:58+00:00
192.168.1.42,1060,2025-10-11T08:05:59+00:00
192.168.1.42,1155,2025-10-11T08:09:00+00:00
192.168.1.42,244,2025-10-11T08:52:34+00:00
192.168.1.42,1689,2025-10-11T09:13:33+00:00
192.168.1.42,528,2025-10-11T13:58:58+00:00
192.168.1.42,1155,2025-10-11T14:00:06+00:00
192.168.1.42,1689,2025-10-11T14:22:02+00:00
192.168.1.42,244,2025-10-11T15:02:42+00:00
192.168.1.42,528,2025-10-11T19:44:03+00:00
192.168.1.42,1777,2025-10-13T07:03:46+00:00
192.168.1.42,173,2025-10-13T07:23:51+00:00
192.168.1.42,933,2025-10-13T07:41:29+00:00
192.168.1.42,1839,2025-10-13T07:50:15+00:00
192.168.1.42,1086,2025-10-13T07:58:51+00:00
192.168.1.42,1188,2025-10-13T08:00:44+00:00
192.168.1.42,1155,2025-10-13T08:06:14+00:00
192.168.1.42,951,2025-10-13T08:16:29+00:00
192.168.1.42,1689,2025-10-13T08:47:15+00:00
192.168.1.42,244,2025-10-13T08:58:51+00:00
192.168.1.42,528,2025-10-13T13:34:06+00:00
192.168.1.42,13,2025-10-13T15:29:31+00:00
192.168.1.42,1689,2025-10-13T15:58:10+00:00
192.168.1.42,1188,2025-10-13T16:00:04+00:00
192.168.1.42,1155,2025-10-13T16:00:08+00:00
192.168.1.42,1086,2025-10-13T16:00:11+00:00
192.168.1.42,173,2025-10-13T16:00:15+00:00
192.168.1.42,933,2025-10-13T16:00:17+00:00
192.168.1.42,1777,2025-10-13T16:06:08+00:00
192.168.1.42,951,2025-10-13T16:14:09+00:00
192.168.1.42,244,2025-10-13T17:01:35+00:00
192.168.1.42,1839,2025-10-13T17:32:40+00:00
192.168.1.42,528,2025-10-13T20:27:20+00:00
192.168.1.42,173,2025-10-14T07:43:03+00:00
192.168.1.42,1777,2025-10-14T07:54:54+00:00
192.168.1.42,1839,2025-10-14T07:55:22+00:00
192.168.1.42,1155,2025-10-14T08:02:01+00:00
192.168.1.42,1086,2025-10-14T08:02:11+00:00
192.168.1.42,1188,2025-10-14T08:18:11+00:00
192.168.1.42,933,2025-10-14T08:18:20+00:00
192.168.1.42,951,2025-10-14T08:33:29+00:00
192.168.1.42,244,2025-10-14T08:49:31+00:00
192.168.1.42,1689,2025-10-14T08:52:50+00:00
192.168.1.42,106,2025-10-14T11:30:52+00:00
192.168.1.42,528,2025-10-14T14:20:10+00:00
192.168.1.42,13,2025-10-14T14:59:13+00:00
192.168.1.42,1086,2025-10-14T16:00:02+00:00
192.168.1.42,1155,2025-10-14T16:00:13+00:00
192.168.1.42,933,2025-10-14T16:00:47+00:00
192.168.1.42,1689,2025-10-14T16:01:45+00:00
192.168.1.42,1188,2025-10-14T16:01:58+00:00
192.168.1.42,173,2025-10-14T16:02:35+00:00
192.168.1.42,1188,2025-10-14T16:02:54+00:00
192.168.1.42,1777,2025-10-14T16:14:22+00:00
192.168.1.42,951,2025-10-14T16:16:37+00:00
192.168.1.42,244,2025-10-14T17:08:33+00:00
192.168.1.42,528,2025-10-14T20:45:55+00:00
192.168.1.42,173,2025-10-15T07:02:44+00:00
192.168.1.42,244,2025-10-15T07:11:41+00:00
192.168.1.42,933,2025-10-15T07:35:17+00:00
192.168.1.42,1777,2025-10-15T07:51:00+00:00
192.168.1.42,1155,2025-10-15T07:54:36+00:00
192.168.1.42,1086,2025-10-15T07:54:43+00:00
192.168.1.42,1188,2025-10-15T08:04:21+00:00
192.168.1.42,951,2025-10-15T08:17:58+00:00
192.168.1.42,1689,2025-10-15T08:50:51+00:00
192.168.1.42,13,2025-10-15T10:49:19+00:00
192.168.1.42,528,2025-10-15T13:43:34+00:00
192.168.1.42,173,2025-10-15T15:00:34+00:00
192.168.1.42,1689,2025-10-15T15:55:55+00:00
192.168.1.42,933,2025-10-15T16:00:01+00:00
192.168.1.42,1086,2025-10-15T16:00:11+00:00
192.168.1.42,1155,2025-10-15T16:00:15+00:00
192.168.1.42,1188,2025-10-15T16:00:18+00:00
192.168.1.42,1777,2025-10-15T16:06:58+00:00
192.168.1.42,951,2025-10-15T16:07:02+00:00
192.168.1.42,244,2025-10-15T17:01:58+00:00
192.168.1.42,528,2025-10-15T19:33:28+00:00
192.168.1.42,1777,2025-10-16T07:11:32+00:00
192.168.1.42,173,2025-10-16T07:23:37+00:00
192.168.1.42,1839,2025-10-16T07:44:27+00:00
192.168.1.42,933,2025-10-16T07:51:16+00:00
192.168.1.42,1188,2025-10-16T07:55:50+00:00
192.168.1.42,1155,2025-10-16T08:03:49+00:00
192.168.1.42,1086,2025-10-16T08:05:26+00:00
192.168.1.42,951,2025-10-16T08:08:13+00:00
192.168.1.42,1689,2025-10-16T08:36:53+00:00
192.168.1.42,244,2025-10-16T08:52:21+00:00
192.168.1.42,528,2025-10-16T14:00:01+00:00
192.168.1.42,13,2025-10-16T15:24:39+00:00
192.168.1.42,1155,2025-10-16T16:00:02+00:00
192.168.1.42,173,2025-10-16T16:00:08+00:00
192.168.1.42,933,2025-10-16T16:00:13+00:00
192.168.1.42,1188,2025-10-16T16:00:49+00:00
192.168.1.42,1689,2025-10-16T16:04:18+00:00
192.168.1.42,1777,2025-10-16T16:23:05+00:00
192.168.1.42,951,2025-10-16T16:29:43+00:00
192.168.1.42,244,2025-10-16T17:09:27+00:00
192.168.1.42,1839,2025-10-16T17:20:59+00:00
192.168.1.42,528,2025-10-16T20:51:41+00:00
192.168.1.42,173,2025-10-17T07:38:10+00:00
192.168.1.42,1839,2025-10-17T07:51:49+00:00
192.168.1.42,1777,2025-10-17T08:00:04+00:00
192.168.1.42,1188,2025-10-17T08:04:15+00:00
192.168.1.42,1086,2025-10-17T08:04:31+00:00
192.168.1.42,933,2025-10-17T08:04:40+00:00
192.168.1.42,1689,2025-10-17T08:37:10+00:00
192.168.1.42,951,2025-10-17T08:45:19+00:00
192.168.1.42,244,2025-10-17T08:59:37+00:00
192.168.1.42,106,2025-10-17T12:31:52+00:00
192.168.1.42,528,2025-10-17T14:11:40+00:00
192.168.1.42,13,2025-10-17T14:34:39+00:00
192.168.1.42,1689,2025-10-17T15:48:42+00:00
192.168.1.42,1086,2025-10-17T16:00:40+00:00
192.168.1.42,173,2025-10-17T16:01:41+00:00
192.168.1.42,933,2025-10-17T16:01:44+00:00
192.168.1.42,1777,2025-10-17T16:12:09+00:00
192.168.1.42,244,2025-10-17T17:07:11+00:00
192.168.1.42,1839,2025-10-17T17:43:14+00:00
192.168.1.42,933,2025-10-18T07:40:21+00:00
192.168.1.42,1086,2025-10-18T08:02:10+00:00
192.168.1.42,1519,2025-10-18T08:14:21+00:00
192.168.1.42,1689,2025-10-18T09:11:20+00:00
192.168.1.42,1519,2025-10-18T14:00:51+00:00
192.168.1.42,1086,2025-10-18T14:00:57+00:00
192.168.1.42,1689,2025-10-18T14:06:54+00:00
192.168.1.42,173,2025-10-20T07:31:07+00:00
192.168.1.42,1839,2025-10-20T07:51:31+00:00
192.168.1.42,1086,2025-10-20T07:56:39+00:00
192.168.1.42,1777,2025-10-20T07:56:47+00:00
192.168.1.42,1188,2025-10-20T08:00:44+00:00
192.168.1.42,1689,2025-10-20T08:51:52+00:00
192.168.1.42,244,2025-10-20T08:55:12+00:00
192.168.1.42,528,2025-10-20T12:12:36+00:00
192.168.1.42,173,2025-10-20T16:00:04+00:00
192.168.1.42,1188,2025-10-20T16:00:09+00:00
192.168.1.42,1689,2025-10-20T16:05:10+00:00
192.168.1.42,1086,2025-10-20T16:05:35+00:00
192.168.1.42,1777,2025-10-20T16:08:46+00:00
192.168.1.42,951,2025-10-20T16:27:02+00:00
192.168.1.42,244,2025-10-20T17:46:16+00:00
192.168.1.42,1839,2025-10-20T18:23:33+00:00
192.168.1.42,1777,2025-10-21T07:01:52+00:00
192.168.1.42,173,2025-10-21T07:52:30+00:00
192.168.1.42,951,2025-10-21T07:54:39+00:00
192.168.1.42,1086,2025-10-21T07:55:26+00:00
192.168.1.42,1188,2025-10-21T08:07:56+00:00
192.168.1.42,933,2025-10-21T08:12:57+00:00
192.168.1.42,1689,2025-10-21T08:40:29+00:00
192.168.1.42,244,2025-10-21T09:00:54+00:00
192.168.1.42,528,2025-10-21T13:57:30+00:00
192.168.1.42,1689,2025-10-21T15:47:34+00:00
192.168.1.42,1086,2025-10-21T16:00:03+00:00
192.168.1.42,173,2025-10-21T16:00:36+00:00
192.168.1.42,1188,2025-10-21T16:06:24+00:00
192.168.1.42,1777,2025-10-21T16:09:01+00:00
192.168.1.42,951,2025-10-21T16:09:21+00:00
192.168.1.42,244,2025-10-21T17:00:27+00:00
192.168.1.42,528,2025-10-21T21:02:54+00:00
192.168.1.42,951,2025-10-22T07:44:36+00:00
192.168.1.42,1086,2025-10-22T07:44:45+00:00
192.168.1.42,1839,2025-10-22T07:51:02+00:00
192.168.1.42,933,2025-10-22T07:54:33+00:00
192.168.1.42,1188,2025-10-22T07:54:40+00:00
192.168.1.42,1777,2025-10-22T07:59:32+00:00
192.168.1.42,1689,2025-10-22T08:52:04+00:00
192.168.1.42,13,2025-10-22T10:16:33+00:00
192.168.1.42,106,2025-10-22T11:13:42+00:00
192.168.1.42,528,2025-10-22T14:15:56+00:00
192.168.1.42,1086,2025-10-22T16:00:10+00:00
192.168.1.42,1188,2025-10-22T16:00:46+00:00
192.168.1.42,1689,2025-10-22T16:02:29+00:00
192.168.1.42,173,2025-10-22T16:05:00+00:00
192.168.1.42,933,2025-10-22T16:05:07+00:00
192.168.1.42,1777,2025-10-22T16:07:51+00:00
192.168.1.42,951,2025-10-22T16:26:39+00:00
192.168.1.42,1839,2025-10-22T17:27:46+00:00
192.168.1.42,528,2025-10-22T19:11:41+00:00
192.168.1.42,173,2025-10-23T07:02:41+00:00
192.168.1.42,933,2025-10-23T07:52:01+00:00
192.168.1.42,1086,2025-10-23T07:52:14+00:00
192.168.1.42,1777,2025-10-23T08:01:43+00:00
192.168.1.42,1188,2025-10-23T08:20:24+00:00
192.168.1.42,244,2025-10-23T08:45:41+00:00
192.168.1.42,951,2025-10-23T08:53:35+00:00
192.168.1.42,951,2025-10-23T08:53:38+00:00
192.168.1.42,1689,2025-10-23T09:18:24+00:00
192.168.1.42,106,2025-10-23T11:24:54+00:00
192.168.1.42,13,2025-10-23T12:14:02+00:00
192.168.1.42,528,2025-10-23T13:50:39+00:00
192.168.1.42,173,2025-10-23T15:00:22+00:00
192.168.1.42,1188,2025-10-23T16:00:05+00:00
192.168.1.42,1086,2025-10-23T16:00:44+00:00
192.168.1.42,1777,2025-10-23T16:05:14+00:00
192.168.1.42,1689,2025-10-23T16:20:02+00:00
192.168.1.42,951,2025-10-23T17:05:17+00:00
192.168.1.42,1839,2025-10-23T17:31:10+00:00
192.168.1.42,528,2025-10-23T19:18:56+00:00
192.168.1.42,173,2025-10-24T07:33:45+00:00
192.168.1.42,1839,2025-10-24T07:55:41+00:00
192.168.1.42,1777,2025-10-24T07:56:02+00:00
192.168.1.42,1086,2025-10-24T08:01:25+00:00
192.168.1.42,1188,2025-10-24T08:03:25+00:00
192.168.1.42,933,2025-10-24T08:03:53+00:00
192.168.1.42,1689,2025-10-24T08:40:15+00:00
192.168.1.42,244,2025-10-24T09:19:14+00:00
192.168.1.42,106,2025-10-24T09:52:48+00:00
192.168.1.42,13,2025-10-24T12:08:58+00:00
192.168.1.42,528,2025-10-24T14:09:39+00:00
192.168.1.42,1188,2025-10-24T16:00:08+00:00
192.168.1.42,1689,2025-10-24T16:00:21+00:00
192.168.1.42,173,2025-10-24T16:00:27+00:00
192.168.1.42,933,2025-10-24T16:00:33+00:00
192.168.1.42,1086,2025-10-24T16:01:49+00:00
192.168.1.42,1777,2025-10-24T16:29:36+00:00
192.168.1.42,244,2025-10-24T17:03:12+00:00
192.168.1.42,951,2025-10-24T18:11:39+00:00
192.168.1.42,1839,2025-10-24T18:54:21+00:00
192.168.1.42,528,2025-10-24T21:27:23+00:00
192.168.1.42,933,2025-10-25T08:18:51+00:00
192.168.1.42,1689,2025-10-25T09:12:47+00:00
192.168.1.42,1155,2025-10-25T14:00:20+00:00
192.168.1.42,1689,2025-10-25T14:10:24+00:00
192.168.1.42,173,2025-10-27T07:28:07+00:00
192.168.1.42,1839,2025-10-27T07:46:49+00:00
192.168.1.42,1188,2025-10-27T07:53:18+00:00
192.168.1.42,1777,2025-10-27T07:59:12+00:00
192.168.1.42,933,2025-10-27T07:59:16+00:00
192.168.1.42,1086,2025-10-27T08:06:30+00:00
192.168.1.42,951,2025-10-27T08:10:39+00:00
192.168.1.42,1689,2025-10-27T08:34:45+00:00
192.168.1.42,1689,2025-10-27T08:36:03+00:00
192.168.1.42,244,2025-10-27T09:09:49+00:00
192.168.1.42,13,2025-10-27T14:52:09+00:00
192.168.1.42,1689,2025-10-27T15:50:09+00:00
192.168.1.42,173,2025-10-27T15:59:45+00:00
192.168.1.42,173,2025-10-27T16:00:02+00:00
192.168.1.42,1188,2025-10-27T16:00:07+00:00
192.168.1.42,933,2025-10-27T16:00:11+00:00
192.168.1.42,1155,2025-10-27T16:00:17+00:00
192.168.1.42,1086,2025-10-27T16:00:26+00:00
192.168.1.42,1777,2025-10-27T16:06:09+00:00
192.168.1.42,951,2025-10-27T16:42:26+00:00
192.168.1.42,244,2025-10-27T17:16:04+00:00
192.168.1.42,1839,2025-10-27T17:39:51+00:00
192.168.1.42,1777,2025-10-28T07:06:40+00:00
192.168.1.42,933,2025-10-28T07:15:17+00:00
192.168.1.42,173,2025-10-28T07:40:02+00:00
192.168.1.42,173,2025-10-28T07:48:13+00:00
192.168.1.42,1155,2025-10-28T07:57:48+00:00
192.168.1.42,1086,2025-10-28T07:58:03+00:00
192.168.1.42,1188,2025-10-28T08:05:15+00:00
192.168.1.42,1839,2025-10-28T08:06:04+00:00
192.168.1.42,951,2025-10-28T08:25:54+00:00
192.168.1.42,1689,2025-10-28T08:46:12+00:00
192.168.1.42,244,2025-10-28T10:00:18+00:00
192.168.1.42,13,2025-10-28T10:15:05+00:00
192.168.1.42,106,2025-10-28T11:50:56+00:00
192.168.1.42,1155,2025-10-28T16:00:07+00:00
192.168.1.42,1086,2025-10-28T16:00:12+00:00
192.168.1.42,933,2025-10-28T16:00:16+00:00
192.168.1.42,173,2025-10-28T16:00:23+00:00
192.168.1.42,1188,2025-10-28T16:00:50+00:00
192.168.1.42,1689,2025-10-28T16:04:58+00:00
192.168.1.42,1777,2025-10-28T16:12:30+00:00
192.168.1.42,951,2025-10-28T16:36:05+00:00
192.168.1.42,244,2025-10-28T17:06:29+00:00
192.168.1.42,1839,2025-10-28T17:07:13+00:00
192.168.1.42,528,2025-10-28T19:21:44+00:00
192.168.1.42,173,2025-10-29T07:41:18+00:00
192.168.1.42,933,2025-10-29T07:50:13+00:00
192.168.1.42,1086,2025-10-29T07:54:19+00:00
192.168.1.42,1839,2025-10-29T07:55:17+00:00
192.168.1.42,1188,2025-10-29T07:56:15+00:00
192.168.1.42,1777,2025-10-29T08:02:16+00:00
192.168.1.42,1060,2025-10-29T08:17:03+00:00
192.168.1.42,951,2025-10-29T08:18:34+00:00
192.168.1.42,1689,2025-10-29T08:32:22+00:00
192.168.1.42,244,2025-10-29T09:11:35+00:00
192.168.1.42,13,2025-10-29T11:00:23+00:00
192.168.1.42,528,2025-10-29T14:19:32+00:00
192.168.1.42,1689,2025-10-29T15:49:13+00:00
192.168.1.42,933,2025-10-29T16:00:12+00:00
192.168.1.42,173,2025-10-29T16:00:40+00:00
192.168.1.42,1086,2025-10-29T16:00:47+00:00
192.168.1.42,1188,2025-10-29T16:03:15+00:00
